,company,company_url,job_title,job_url,job_id,location,work_type,salary,posted_at,is_easy_apply,applicant_count,description,apply_url,posted_ago
34,Brooksource,https://www.linkedin.com/company/brooksource/life,Data Access Engineer ,https://www.linkedin.com/jobs/view/4259558697,4259558697,"Franklin, TN",Hybrid,,2025-07-02 17:38:28,True,over 100 applicants,"As a Data Access Engineer, you will be responsible for providing expert content and professional leadership on complex assignments and projects. You will contribute to data oversight, data usage, system analysis, and data retention to assure data quality standards. Collaborating with other departments, you will ensure data consistency and quality throughout the organization. This role requires considerable creativity, foresight, and judgment in conceiving, planning, and delivering initiatives. You will use your deep professional knowledge and acumen to advise functional leaders. This position is specifically put in place to complete the migration of usage across legacy systems (predominantly MS SQL Server but other RDBMS may be involved) to the Lakehouse (Azure Databricks). You will work with other analysts and development teams comprised of onshore and offshore developers, exploring data processes and usage of systems to determine next steps for migration and foster adoption from users to our modern platforms. This will require heavy analysis of usage against the legacy system as well as platforms within our Azure environment. You will interact with business stakeholders and SMEs. Healthcare data knowledge is a major plus. This is a very fast-paced environment that will require a lot of self-guidance and motivation.
Minimum Qualifications:In-depth knowledge in SQL, MS SQL Server stack (SSIS, SSRS, Information Schema), Azure Databricks, Azure Data Factory, Azure Storage Services, Python, SparkSQL, DevOps & GITFluent understanding of data models, schemas, and databases to support analytical and reporting needs, and use SQL for data manipulation and queryingAdvanced proficiency in data processingAdvanced capabilities with data profiling, validation, and analyticsAdvanced analytics skillsets with MS Excel, making use of Excel's data retrieval capabilities, pivot tables, data comparison operations, etc.Strong ability to explore, discover, and map out large data pipelines that support the processing of structured and semi-structured dataWorking knowledge of CICD pipelines for Azure resourcesHighly organized and able to track multiple fast-moving projects at a timeKnowledge and experience in an enterprise-level data warehouse environment with knowledge of data architecture patterns and best practicesIn-depth knowledge of the US Healthcare industry to address healthcare-related challenges through data engineering solutions with particular emphasis in medical claims dataExcellent written and verbal communication skills, with the ability to effectively convey complex analytical findings and tell a compelling story with dataAbility to work in a client-facing project environment independentlyResponsibilities:Provide expert content and professional leadership on complex Data Management Strategy & Governance assignments/projectsContribute to data oversight, data usage, system analysis, and data retention to assure data quality standardsCollaborate with other departments to ensure data consistency and quality throughout the organizationExercise considerable creativity, foresight, and judgment in conceiving, planning, and delivering initiativesUse deep professional knowledge and acumen to advise functional leadersWhat’s In It For You:Weekly PaychecksMedical, Dental & Vision BenefitsEducation:Bachelor’s degree preferred but not required3-5+ years of experience in an enterprise data warehousing environment with similar duties as described above, preferably using both MS SQL Server and Azure data platformsHS Diploma or GED is minimum requirement",https://www.linkedin.com/jobs/view/4259558697,5
26,Catapult Solutions Group,https://www.linkedin.com/company/catapultsolutionsgroup/life,Data Engineer II,https://www.linkedin.com/jobs/view/4259558875,4259558875,"Mountain View, CA",Hybrid,$70/hr - $75/hr,2025-07-02 18:04:03,True,over 100 applicants,"Data Engineer IIEngineering Department
Mountain View, California Hybrid 3X/week on-site ***(Must reside a commutable distance to be considered)***C2C will not be considered 
About Our ClientOur client is a well-established technology company operating in the Silicon Valley area with a focus on data-driven solutions and analytics. They maintain a collaborative engineering culture that emphasizes innovation and technical excellence. The company has built a mature data infrastructure and continues to invest in cutting-edge technologies to support their growing data needs. Their team values both independent problem-solving and cross-functional collaboration, working closely with data scientists and architects to deliver scalable solutions that drive business impact.
Job DescriptionWe are seeking an experienced Data Engineer to join our client's dynamic engineering team, where you'll play a crucial role in building and maintaining the data infrastructure that powers critical business decisions. In this position, you'll be responsible for developing scalable data pipelines, optimizing database systems, and translating complex algorithms into production-ready code that processes large-scale datasets.
Your day-to-day work will involve designing ETL processes using modern tools like Databricks and Spark, collaborating with cross-functional teams to understand data requirements, and implementing solutions that improve data accessibility and reliability. You'll have the opportunity to make a significant impact by identifying process improvements, automating manual workflows, and ensuring high-performance data systems that support advanced analytics and business intelligence initiatives.
The ideal candidate is passionate about solving complex data challenges, enjoys working with cutting-edge technologies, and thrives in a collaborative environment where your technical expertise directly contributes to the company's data-driven decision making capabilities.
Duties and ResponsibilitiesDesign, build, and maintain scalable data pipelines using Databricks and Spark for optimal data extraction, transformation, and loading from diverse sourcesDevelop and translate computer algorithms into prototype code for large-scale data processing systemsEmploy robust data modeling techniques to optimize databases and processing systemsMaintain, organize, and identify trends in large datasets to support business intelligence initiativesUse GitHub for version control and collaborative codebase management within development teamsEnsure high-quality data reliability and streamline data flow to support advanced querying and analyticsCollaborate with data scientists and architects to enhance system performance and data integrityOversee real-time business metric aggregation, data warehousing, querying, and schema managementIdentify, design, and implement internal process improvements including automation and infrastructure optimizationDevelop reports, dashboards, and tools for business users to access and interpret data insightsTroubleshoot and debug issues in data models to guarantee high performance and system accessibilityCreate comprehensive process documentation and provide technical guidance on data solutionsAggregate and analyze various datasets to provide actionable insights for stakeholders
Required Experience/SkillsMinimum of 3-4 years of experience as a Data EngineerProficiency in Databricks, Spark, SQL, and Python with solid experience in scripting and data manipulationStrong experience in building and maintaining data pipeline architecturesProficiency in SQL database design and optimizationKnowledge of algorithms, data structures, and performance optimizationExperience with processing and interpreting large datasetsFamiliarity with GitHub for version control and collaborative developmentStrong written and verbal communication skillsExcellent problem-solving and analytical abilitiesAbility to work independently and effectively in team environmentsExperience creating technical documentation and process workflows
Nice-to-HavesExperience with cloud services like AWS, Azure, or Google Cloud PlatformFamiliarity with computer coding languages such as Java, Kafka, Hive, or StormExperience with real-time data processing and streaming technologiesBackground in data warehousing and business intelligence toolsExperience working in fast-paced technology environmentsInterest in emerging data technologies and industry best practices
EducationBachelor's degree in Computer Science or similar degree required
Call-to-ActionReady to take your data engineering career to the next level? Apply today to join an innovative team where your expertise will drive meaningful business impact!
Keywords: Data Engineer | Databricks | Spark | SQL | Python | ETL | Data Pipeline | GitHub | Big Data | Analytics | Mountain View | Hybrid",https://www.linkedin.com/jobs/view/4259558875,5
93,Fracsys Inc,https://www.linkedin.com/company/fracsys-inc/life,Data Engineer AWS - US Citizens,https://www.linkedin.com/jobs/view/4257181750,4257181750,"Leesburg, VA",On-site,,2025-07-02 15:09:55,False,,"Fracsys Inc is hiring a AWS Data Engineer position. The ideal candidate must have at least 8+ years of industry experience. He or she must be responsible for successful technical delivery of Data Warehousing and Business Intelligence projects. This positions requires US Citizenship due to Clearance requirements.

Responsibilities

Data extraction, Data cleaning, Data Loading, Statistical Data Analysis, Exploratory Data Analysis, Data Wrangling,Write complex SQL queries and stored procedures to extract, manipulate, and analyze data from relational databasesConduct diagnostic, troubleshooting steps and present conclusions to a varied audiencecomfortable slinging some code to solve a problemBuild Data Marts and Data warehouses to facilitate analytical capabilities across the varied sources of dataDesign and implement data patterns on cloud using cloud Data warehouse and data virtualization toolsEvaluate new tools and technologies for target state on cloudLearn and implement new ETL, BI tools and data warehousing technologies


Qualifications

Senior Data professional with over 8 years of expertise in Data Engineering, Data Analysis, and Data Science.Experience creating Data Marts, Data warehouses on-premise and on cloud for real time and batch processing frameworksExperience building and optimizing big-data data pipelines and data sets including Postgres, AWS Relational Data Serviceextensive hands-on experience building and optimizing data structures for data analytics, data science and business intelligenceExperience building self-service data consumption patterns and knowledge of cloud-based data Lake platformsExperience wrangling data (structured and unstructured), in-depth knowledge of database architectureExperience utilizing or leading implementations leveraging ETL tools (Informatica / Talend), BI Reporting tools such as MicroStrategy, Microsoft Power BI, data modeling tools such as Erwin, Oracle, SQL server, NoSQL, JDBC, UNIX shell scripting, PERL and JAVA, XML/JSON files, SAS , Python, AWS cloud-native technologies, S3, Athena, RedshiftExperience in snowflake is an added bonus.Familiarity with the following technologies: Hadoop, Kafka, Airflow, Hive, Presto, Athena, S3, Aurora, EMR, SparkAbility to drive, contribute to, and communicate solutions to technical product challengesAbility to roll-up your sleeves and work in process or resource gaps and fill it in yourselfExcellent written and oral communication skills in English


Education

Bachelor’s degree in computer science, Data Analytics, Information Systems, or a related degree or equivalent experience. Master’s degree is preferred.",https://fracsys-inc.careerplug.com/j/02olg13,6
41,Lensa,https://www.linkedin.com/company/lensa/life,"Data Engineer, Analytics",https://www.linkedin.com/jobs/view/4260844551,4260844551,"St Paul, MN",On-site,$224K/yr - $279.4K/yr,2025-07-02 14:08:43,False,,"Lensa is a career site that helps job seekers find great jobs in the US. We are not a staffing firm or agency. Lensa does not hire directly for these jobs, but promotes jobs on LinkedIn on behalf of its direct clients, recruitment ad agencies, and marketing partners. Lensa partners with DirectEmployers to promote this job for META.

Summary

Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click “Apply to Job” online on this web page.

Required Skills

Data Engineer, Analytics Responsibilities:

Design, build, and launch data pipelines to move data across systems and build the next generation of data tools that generate business insights for a product. Analyze user needs and software requirements to determine workability and to offer support for end users on data usage. Design, architect, and develop software and data solutions that help product and business teams make data-driven decisions. Rethink and influence strategy and roadmap for building efficient data solutions and scalable data warehouse plans. Design, develop, test, and launch new data models and processes into production, and provide support. Leverage homegrown extract, transform, and load (ETL) framework as well as off-the-shelf ETL tools, as appropriate. Interface closely with data infrastructure, product, and engineering teams to build and extend cross platform ETL and reports generation framework. Identify data infrastructure issues and drive to resolution. Telecommuting is permitted anywhere in the U.S. 

Minimum Qualifications

Minimum Qualifications: 

Requires a Master's degree (or foreign equivalent) in Computer Science, Data Analytics, Business Analytics, or a related field and 24 months of experience in the job offered or in a related occupation. Experience must include 24 of experience in the following skills and technologies: Data ETL (Extract, Transform, Load) design, implementation, and maintenance on a large scaleProgramming in Python, Perl, Java, or PHPWriting SQL statementsAnalyzing large volumes of data to provide data driven insights, gaps, and inconsistenciesData warehousing architecture and plansInformatica, Talend, Pentaho, dimensional data modeling, or schema designMap Reduce or MPP systemHadoop, HBase, or Hive
Public Compensation

$224,028/year to $279,400/year + bonus + equity + benefits

Industry: Internet

Equal Opportunity

Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.

Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.

If you have questions about this posting, please contact support@lensa.com",https://lensa.com/cgw/a93ab86aa78741bb9475d152496b06aatjo1?jpsi=directemployers&publisher_preference=easier_apply&utm_campaign=Computer%20Occupations&utm_medium=slot&utm_source=linkedin&utm_term=jse,6
91,Rackspace Technology,https://www.linkedin.com/company/rackspace-technology/life,Machine Learning Architect (AWS),https://www.linkedin.com/jobs/view/4259518289,4259518289,"Irvine, CA",Remote,$153K/yr - $244.7K/yr,2025-07-02 15:12:03,True,13 applicants,"We are expanding our team of motivated technologists with a proven track record of delivering results in technology consulting. We are looking for a Machine Learning Architect with experience in cloud (AWS preferred) who is passionate about helping customers build AI/ML solutions at scale. Being an experienced technologist with technical depth and breadth, aided with strong interpersonal skills, you will work directly with customers as part of a delivery team, helping to enable innovation by creating state of the art Machine Learning solutions that align to business goals. 

This role includes responsibilities both as a Professional Services Machine Learning Architect and as a hands-on Machine Learning engineer on customer engagements. 

The qualified Machine Learning Architect will have demonstrated the ability to think strategically about businesses, create technical definitions around customer objectives in complex situations, develop solution strategies, motivate & mobilize resources, and deliver results. The ability to connect technology with measurable business value is a critical component to be successful in this role. We seek team members who are self-motivated, driven, collaborative, passionate about machine learning, and want to have a direct positive impact on our customer's business. Strong communication skills and emotional intelligence are also needed to help develop a team that works with you. 

Work Location: Remote 

Key Responsibilities:

Design machine learning solutions and execute machine learning projects end to end from proof-of-concept stage to deployment in production using cloud native technologies and state of the art machine learning models. Be technically focused but work directly with the business representatives/customers to understand the requirements driving the need for a solution to be developed. Be responsible for all phases of the project from problem definition, data annotation, model development, model deployment to end user documentation/training. Design the architecture of ML solutions on cloud platforms (AWS, Azure, GCP) including MLOPs. Stay abreast of the latest developments. Read the latest published machine learning research and adapt the models to solve customer’s problems. Establish credibility by demonstrating technical excellence and delivering value through solutions you build. Develop strong relationships with our customers. 


Qualifications:

Masters with 10+ years of experience or PhD with 6+ years of experience in Machine Learning, Natural Language Processing (NLP) and Deep Learning. Minimum 5+ years of experience architecting and building Machine Learning solutions. Minimum 5+ years of experience with cloud platforms (AWS, GCP, Azure). Experience building ML models and strong knowledge of ML techniques is required. Experience with hugging face, TensorFlow/pytorch, transformer architectures, prompt engineering, agentic systems, LLMs. Strong coding experience in Python and architectural patterns like microservices. Solid understanding of agile methodologies and experience in planning machine learning projects from inception to production deployment. Strong problem-solving skills and the ability to lead a team on “what’s next” when encountering a technical issue in a machine learning project. Excellent communication and presentation skills, with the ability to explain complex technical concepts to both technical and non-technical audiences. 


Travel:

As per business requirements


#rackspace

The following information is required by pay transparency legislation in the following states: CA, CO, HI, NY and WA. This information applies only to individuals working in these states. 

The anticipated starting pay range for Colorado is: $153,000 - $204,000

The anticipated starting pay range for Hawaii and New York (not including NYC) is: $167,400 - $223,200

The anticipated starting pay range for California, New York City and Washington is: $183,500 - $244,700

Based on eligibility, compensation for the role may include variable compensation in the form of bonus, commissions, or other discretionary payments.

These discretionary payments are based on company and/or individual performance, and may change at any time.

Actual compensation is influenced by a wide array of factors including but not limited to skill set, level of experience, licenses and certifications, and specific work location. 

Information on benefits offered is here.

",https://www.linkedin.com/jobs/view/4259518289,6
90,Akumin®,https://www.linkedin.com/company/akumin/life,Senior Data Engineer,https://www.linkedin.com/jobs/view/4260594769,4260594769,"Dallas, TX",Remote,,2025-07-02 08:10:25,False,,"The Senior Data Engineer will play a crucial role in building out the company’s enterprise data platform to support analytics and AI. As part of the Enterprise Data team, you will be tasked with the responsibility of developing quality data collection processes, maintaining the integrity of our data foundations and enabling business leaders and data scientists across the company to have rapid access to the data they need for decision-making and innovation. The role will be responsible for the infrastructure and operations of the organizations data storage solutions, third-party integrations data provisioning services and overall ETL/ELT code-based solutions and tooling that process data.

Specific duties include, but are not limited to:

Development of complex SQL queries for data extraction, manipulation, and reporting and transformation technologiesDesign and implement robust ETL/ELT pipelines using custom-tooling (Python/Google) and off-the shelf tooling with focus on monitoring, supportability, and resource stewardship. Contribute to and leverage coding standards and best practices to ensure efficient and re-usable services and components. Architect, implement and deploy new data models and data processes in productionBuilds data pipelines which acquire, cleanse, transform and publish data from a wide variety of sources. Assembles large, complex data sets which meets functional and non-functional business requirements. Partners with data asset managers, architects, and development leads to ensure technical solution provides data which is fit for use and in line with architecture blueprints. Identify, document, design, and implement internal process improvements. Other duties as assigned by management. 

Position Requirements:

Bachelor’s degree required in Data Science, Computer Science or MIS, Mathematics, Engineering, or related field. 5+ years of prior experience in Data Management / ETL / ELT / Data WarehousingExperience in writing Data Quality routines for cleansing of data and capturing confidence score and master data management (MDM). Hands-on experience with designing and implementing data pipelines and ELT/ETL processes (ex. Fivetran, DBT)Hands-on experience with cloud platforms (ex.GCP, AWS, Azure) and related services (ex. BigQuery, S3, Snowflake, etc.)Strong understanding of data modeling, data integration, and data governance priciples (ex. DBT)Experience working in a highly regulated domain (ex. Healthcare, Banking, etc. Strong knowledge of Structured Query Language (SQL) and Transact-SQL (T-SQL)Experience using scripting languages such as JavaScript or PythonExperience with agile delivery methodologiesStrong organizational, administrative, and analytical skills required. Travel may be required between 5 to 10%

Preferred Requirements: .

Master's degree in Data Science, Computer Science or MIS, Mathematics, Engineering, or related fieldDBT CertificationData Modeling experience preferred. Experience working with Clinical Data and Regulatory Governance in a Healthcare settingExperience Healthcare data models, datasets, and source systems (e.g. EHR, claims, DICOM images, labs, etc.)Experience with healthcare reference data (ICD, CPT etc.)Experience with big data technologies (ex.Kafka, Hadoop, Spark) and containerization (ex. Docker, Kubernates)Experience with FHIR and FHIR store formats and data repositories. Hands-on design and configuration experience with cloud services Google (related to data storage and processing)Data Governance Principles and enterprise frameworks (Warehousing, Data-as-a-Product, MESH, MDM). Knowledge of HIPAA; ability to implement systems and processes in accordance with regulations

Physical Requirements:

Standard office environment.

More than 50% of the time:

Sit, stand, and walk. Repetitive movement of hands, arms and legs. See, speak and hear to be able to communicate with patients. 

Less than 50% of the time:

Stoop, kneel or crawl. Climb and balance. Carry and lift 10-20 pounds. 

Residents living in CA, HI, WA, CO, IL, NY, and Jersey City, NJ, click here  to view pay range information.

Akumin Operating Corp. and its divisions are an equal opportunity employer and we believe in strength through diversity. All qualified applicants will receive consideration for employment without regard to, among other things, age, race, religion, color, national origin, sex, sexual orientation, gender identity & expression, status as a protected veteran, or disability.",https://akumincorp.wd5.myworkdayjobs.com/akumincareers/job/Dallas-TX/Senior-Data-Engineer_2025-4865?source=LinkedIn,6
79,MANTECH,https://www.linkedin.com/company/mantech/life,Data Engineer,https://www.linkedin.com/jobs/view/4257144246,4257144246,"Ashburn, VA",On-site,,2025-07-02 08:45:58,False,,"ManTech seeks a motivated, career- and customer-oriented Data Engineer SME to join our innovative team in Ashburn, VA. This is a hybrid position with 2 days onsite and 3 days remote.

Each day U.S. Customs and Border Protection (CBP) oversees the massive flow of people, capital, and products that enter and depart the United States via air, land, sea, and cyberspace. The volume and complexity of both physical and virtual border crossings require the application of “big data” solutions to promote efficient trade and travel. Further, effective solutions help CBP ensure the legal, safe, and secure movement of people, capital, and products. In response to this challenge, ManTech, as a trusted mission partner of CBP, seeks capable, qualified, and versatile Data Engineer subject matter experts (SMEs) to facilitate data-driven decision making in response to national security threats.

Responsibilities Include But Are Not Limited To

Responsible for data analysis of large database tables to understand the data structures, definitions, and patterns which will be used to support various predictive models.Work closely with the client to assist in managing data needs and supporting collection of data needed for various operational needs.Data analysis, problem solving, investigation and creative thinking with massive amount of data supporting variety of operational scenarios and responsible for source code control using GitLab.Implement cloud techniques and workflows (on-prem to cloud platforms).Respond to data queries/analysis requests from various groups within the organization. Create and publish regularly scheduled and/or ad hoc reports as needed.Research and document data definitions for all subject areas and primary datasets supporting the core business applications.Demonstrate a strong practical understanding of application-relevant cargo and passenger data and databases used to support analytic application development, functionality, and targeting end user (officer) operations. 

Minimum Qualifications

HS Diploma/GED and 20+ years or AS/AA and 18+ years or BS/BA and 12+ years or MS/MA/MBA and 9+ years or PhD/Doctorate and 7+ yearsExperience in application development/full life cycle on Data Warehouse engagements and at least 5 years’ experience in large (80TB+) and complex data warehousing architecture, design and implementation/migrationExperience with one or more relational database systems such as Oracle, MySQL, Postgres, SQL server, etc. and experience in Extract-Transform-Load (ETL) development and knowledge of ETL concepts, tools, and data structuresExperience with cloud platforms like Amazon Web Services (AWS), Microsoft Azure, etc. and migrating customers/projects to the cloud and experience with one of the modern Cloud DW like Redshift, Databricks or BigQuery.Experience working in Unix/Linux environment and with shell scripting and scheduling CRON jobsExperience with Database query tuning and other performance enhancement methodology is a plus.Experience with NoSQL database (MongoDB or DynamoDB or DocumentDB). 

Preferred Qualifications

Knowledge of Continuous Integration & Continuous Development tools (CI/CD).Ability to multitask efficiently and progressively and work comfortably in an ever-changing data environment.Ability to work well in a team environment as well as independently.Have excellent verbal/written communication and problem-solving skills and ability to communicate information to a variety of groups at different technical skill levels.Experience with relational databases and knowledge of query tools and/or BI tools like Power BI or Business Objects (BO) and data analysis tools.Experience with the Hadoop ecosystem, including HDFS, YARN, Hive, Pig, and batch-oriented and streaming distributed processing methods such as Spark, Kafka, or Storm.Experience with Atlassian suite of tools such as Jira and Confluence. 

Clearance Requirements

Must be a U.S. citizen with the ability to obtain DHS CBP suitability. 

Physical Requirements

The person in this position needs to occasionally move about inside the office to access file cabinets, office machinery, or to communicate with co-workers, management, and customers, which may involve delivering presentations.",https://click.appcast.io/t/4drvDBnG7A4XBT0ofgTQ3FhnEji2nvrONsgGbh2aNDYlvuSa-CwJdE5Am46bZNNd?source=LinkedIn,6
5,Capax RM,https://www.linkedin.com/company/capaxrm/life,Power BI Developer ,https://www.linkedin.com/jobs/view/4259181010,4259181010,United States,Remote,$90K/yr - $115K/yr,2025-07-02 11:58:01,True,over 100 applicants,"Job Summary:We are looking for an experienced Power BI Developer with strong expertise in building Paginated Reports, integrating REST APIs as data sources, and working with modern web technologies. This role requires deep technical skills in Power BI, strong understanding of API authentication mechanisms (like OAuth), and hands-on experience with tools like Postman and JSON. You'll collaborate with business stakeholders and data engineers to deliver actionable insights and scalable BI solutions.Key Responsibilities:Design, develop, and deploy Power BI Paginated Reports for operational and regulatory reporting.Connect to and integrate REST APIs as Power BI data sources, including handling pagination, authentication, and transformation of API responses.Utilize Postman to test and explore APIs, document request/response cycles, and troubleshoot connectivity issues.Work with JSON data formats for transforming and loading semi-structured data into Power BI models.Configure and manage OAuth 2.0 flows to securely access data from authenticated APIs.Develop robust data models and DAX calculations to support dynamic and interactive dashboards.Collaborate with cross-functional teams to understand business requirements and translate them into data solutions.Monitor, troubleshoot, and optimize report performance and data refresh schedules.Maintain documentation for report logic, data sources, and security configurations.Required Qualifications:Bachelor’s degree in Computer Science, Information Systems, or a related field.3+ years of experience with Power BI, including strong hands-on experience with Paginated Reports (Report Builder / SSRS).Proven experience integrating REST APIs with Power BI, including authentication and data transformation.Skilled in using Postman for API testing, debugging, and workflow validation.Strong understanding of JSON, including nested structures and schema interpretation.Solid grasp of OAuth 2.0 flows, including client credentials, authorization code, and token management.Proficient in DAX and Power Query (M).Strong SQL skills and experience working with relational databases.Excellent problem-solving and analytical skills.",https://www.linkedin.com/jobs/view/4259181010,6
40,Adaptive Technology Insights,https://www.linkedin.com/company/atiglobalservices/life,Senior Data Engineer,https://www.linkedin.com/jobs/view/4259508188,4259508188,"St Louis, MO",On-site,,2025-07-02 14:39:08,True,over 100 applicants,"About the Role:We are looking for an experienced Data Engineer with strong expertise in Google Cloud Platform (GCP) and BigQuery to join our growing data team. You will be responsible for designing, building, and optimizing data pipelines and architecture to support analytics, reporting, and data-driven decision-making across the organization.
Key Responsibilities:Design and implement scalable, reliable, and high-performance data pipelines on GCP.Build and maintain data warehouse solutions using BigQuery.Advanced skills in SQL, Python, Kafka and possibly Scala or Java.Develop ETL/ELT processes to ingest structured and unstructured data from multiple sources.Ability to make architectural decisions, optimize performance, and manage data security and governance.Collaborate with data analysts, data scientists, and business stakeholders to define data needs.Optimize query performance and manage data partitioning and clustering in BigQuery.Ensure data quality, governance, and security best practices.Monitor and troubleshoot pipeline performance and data flow issues.Work with tools such as Dataflow, Cloud Composer (Apache Airflow), Pub/Sub, and Cloud Storage.
Required Qualifications:7+ years of experience in Data Engineering or a related field.Strong hands-on experience with Google Cloud Platform (GCP) services, especially BigQuery and Kafka.Proficiency in SQL and at least one programming language like Python.Experience with data modeling, ETL/ELT processes, and building data pipelines.Experience with GCP tools like Cloud Dataflow, Pub/Sub, Cloud Composer, and Cloud Storage.Understanding of CI/CD practices and version control systems like Git.Strong problem-solving and communication skills.
Preferred Qualifications:GCP Professional Data Engineer Certification.Experience with data lakes, streaming data, and real-time analytics.Exposure to other cloud platforms (AWS, Azure) is a plus.",https://www.linkedin.com/jobs/view/4259508188,6
42,Lensa,https://www.linkedin.com/company/lensa/life,Data Engineer (Skillbridge Intern),https://www.linkedin.com/jobs/view/4260846376,4260846376,"Augusta, GA",On-site,,2025-07-02 14:08:33,False,,"Lensa is a career site that helps job seekers find great jobs in the US. We are not a staffing firm or agency. Lensa does not hire directly for these jobs, but promotes jobs on LinkedIn on behalf of its direct clients, recruitment ad agencies, and marketing partners. Lensa partners with DirectEmployers to promote this job for Huntington Ingalls Industries.

Enlighten, honored as a Top Workplace from the Baltimore Sun, is a leader in big data solution development and deployment, with expertise in cloud-based services, software and systems engineering, cyber capabilities, and data science. Enlighten provides continued innovation and proactivity in meeting our customers’ greatest challenges.

We recognize that the most effective environment for your projects doesn’t always look the same. Our hybrid work approach ensures that you can make lasting relationships with your team and collaborate in-person to get the job done—while having the flexibility to work from home when needed to achieve focused results.

Job Description

This is an UNPAID internship through the DoD SkillBridge Program for transitioning active-duty US military personnel. DoD SkillBridge Internships are available to help transitioning active-duty military personnel gain real-world experience in the work force sometime during their final 180 days of active-duty service. The intern will actively train on meaningful projects and work closely with a mentor and with senior company leadership. Enlighten Internship programs are focused on placing transitioning military into internships that require KSAs, Education & Military Training similar to their current or previous military jobs; positions that could easily transition over to a full-time regular and permanent job with Enlighten.

Essential Job Responsibilities

The SkillBridge intern will train as a Data Engineer with Enlighten, reporting to a designated Enlighten Supervisor, with the goal of learning Enlighten’s approach to design, build, and optimize Big Data Platform (BDP) systems for data collection, storage, access, and analytics at scale. The intern will be assigned special projects as needed.

Desired End State (3-4 month target)

At the end of four months, the intern will be able to understand basic data engineer concepts. Data engineers, as part of enterprise data analytics teams, manage, optimize, oversee, and monitor data retrieval, storage, and distribution throughout the BDP enclaves. The intern will develop a good understanding of all critical tasks to successfully conduct data engineer objectives: Data acquisition Develop data set processes (Extract, transform, load (ETL)) Use programming language and tools (Java, NiFi, maven, etc) Identify ways to improve data reliability, efficiency, and quality Prepare data for predictive and prescriptive modeling Use data to discover tasks that can be automated Enlighten will benefit from the military background of the SkillBridge intern and considers the SkillBridge internship an overall positive experience. 

Assumptions/Restrictions

If candidate is selected and approved, SkillBridge Intern can travel in conjunction with this internship; Enlighten will fund all travel costs. SkillBridge Intern will be available during core hours for critical meetings and training. 

Training Plan

Phase 1 Basics

Week 1: In processing, Introductions/office familiarization Week 2: Intro to the Big Data Platform (BDP) technologies. Intro to BDP analytics and applications Week 3: Intro to Army and Air Force Cyber data ETL process 

Phase 2 Parser Overview

Week 4: Data Acquisition, Taxonomy/Schema. Review existing parsers and deployment flows; understand existing transforms available for use in parsers. Weeks 5-6: BDP technologies - Kafka and Nifi workflows; Establish a development environment for BDP parser development 

Phase 3 Parser Development, Deployment, and Testing

Weeks 7-8: Modify Kafka and Nifi workflows; modify existing parser schema and transforms to alter ingest pipeline. Week 9: Understand how to access logs to identify errors; understand common parser development errors; troubleshoot errors. Weeks 10-end: Implement data parsing best practices, building, deploying, and troubleshooting workflows. 

Additional Goals

Project management

Minimum Qualifications

Active-Duty Military ONLY within final 180 days of active-duty service. Minimum of 5 years relevant data engineering (including experience with Python or Java) experience with Bachelors in related field; 3 years relevant experience with Masters in related field; or High School Diploma or equivalent and 9 years relevant experience. Additional experience dependent on Program of Instruction. 

Physical Requirements

Physical Requirements will vary and is dependent on the Program of Instruction.

We have many more additional great benefits/perks that you can find on our website at www.eitccorp.com [eitccorp.com].

If you have questions about this posting, please contact support@lensa.com

",https://lensa.com/cgw/e4c646d1a1754b85a82d9ebe4e054d05tjo1?jpsi=directemployers&publisher_preference=easier_apply&utm_campaign=Computer%20Occupations&utm_medium=slot&utm_source=linkedin&utm_term=jse,6
